task_title,time_stamp,start_flag,end_flag,risk,difficulty,r_hardware,r_software,r_people,r_consumables,r_attire,r_tools
RPL - JGYMMGHYICLRDGEVU,56,0,0,0.59099877,0.9286686,0.065820806,,0.10291086,0.22578694,0.2062562,
RPL - JGYMMGHYICLRDGEVU,60,0,0,0.99835825,0.36514497,0.016443666,,0.09726687,0.042756554,0.12994656,
RPL - JGYMMGHYICLRDGEVU,64,0,1,0.88089913,0.6233624,0.02020216,,0.26384306,0.20889248,0.09925276,
CLS - ICWBASGKJUH,65,1,0,0.25056982,0.4878986,0.23827758,0.010160464,,0.12887783,,
CLS - ICWBASGKJUH,72,0,0,0.7681661,0.75409126,0.1252878,0.024479454,,0.08700951,,
CLS - ICWBASGKJUH,79,0,0,0.49529386,0.08341563,0.14391401,0.24152724,,0.12677512,,
CLS - ICWBASGKJUH,86,0,0,0.8033008,0.655191,0.13704409,0.17349622,,0.045028657,,
CLS - ICWBASGKJUH,93,0,0,0.2433241,0.8027285,0.2493062,0.15568458,,0.1575936,,
CLS - ICWBASGKJUH,96,0,1,0.48041087,0.5985731,0.19077158,0.11023916,,0.20269002,,
EXK - RHTHELC,93,1,0,0.47617638,0.21491641,,0.12584865,,0.05340462,,
EXK - RHTHELC,94,0,0,0.4168471,0.19225341,,0.1345032,,0.13332736,,
EXK - RHTHELC,95,0,0,0.022108316,0.93547076,,0.21794112,,0.12783252,,
EXK - RHTHELC,96,0,0,0.40422016,0.45923573,,0.23499635,,0.005778708,,
EXK - RHTHELC,97,0,0,0.33624482,0.12113047,,0.07109743,,0.07467711,,
EXK - RHTHELC,98,0,0,0.7802223,0.87421507,,0.046350427,,0.24889861,,
EXK - RHTHELC,99,0,0,0.70963985,0.34317654,,0.24377277,,0.08339702,,
EXK - RHTHELC,100,0,0,0.6247849,0.15476012,,0.22740205,,0.055374146,,
EXK - RHTHELC,101,0,0,0.1253916,0.7275888,,0.12954254,,0.24063599,,
EXK - RHTHELC,102,0,0,0.52706254,0.032146156,,0.15566094,,0.19069216,,
EXK - RHTHELC,103,0,0,0.78626555,0.6686086,,0.23797257,,0.16735767,,
EXK - RHTHELC,104,0,0,0.93327755,0.97837627,,0.13242844,,0.18373118,,
EXK - RHTHELC,108,0,1,0.8032675,0.8045705,,0.19861938,,0.24822941,,
ARS - SISOYNYSAIGJPAURBW,7,1,0,0.7805875,0.43744153,0.19681819,,0.26037684,0.08257462,0.1506635,
ARS - SISOYNYSAIGJPAURBW,11,0,0,0.36928093,0.013105452,0.07267688,,0.24198957,0.1355906,0.097213,
ARS - SISOYNYSAIGJPAURBW,15,0,0,0.57764304,0.4777037,0.16464853,,0.056517247,0.09277259,0.09709962,
ARS - SISOYNYSAIGJPAURBW,19,0,0,0.8703071,0.103169024,0.031789657,,0.24726252,0.046782486,0.020798473,
ARS - SISOYNYSAIGJPAURBW,23,0,0,0.09693134,0.76526403,0.10840752,,0.24159525,0.09540315,0.022858888,
ARS - SISOYNYSAIGJPAURBW,26,0,1,0.04457903,0.2738561,0.13598947,,0.17077664,0.13404886,0.07056567,
QUY - PKGUTQKM,46,1,0,0.070670605,0.7624615,,0.16621846,,0.05886638,,
QUY - PKGUTQKM,50,0,0,0.34752655,0.18452185,,0.15592349,,0.016506027,,
QUY - PKGUTQKM,54,0,0,0.01767987,0.58142495,,0.14917731,,0.033337355,,
QUY - PKGUTQKM,58,0,0,0.44892246,0.68861485,,0.12532026,,0.012757689,,
QUY - PKGUTQKM,62,0,0,0.42410183,0.8746112,,0.24221894,,0.14722985,,
QUY - PKGUTQKM,66,0,0,0.037103057,0.17909396,,0.022623412,,0.13882023,,
QUY - PKGUTQKM,70,0,0,0.34347695,0.98761064,,0.1065452,,0.14662273,,
QUY - PKGUTQKM,74,0,0,0.22854221,0.8835037,,0.08143222,,0.15142705,,
QUY - PKGUTQKM,78,0,0,0.9322481,0.58729124,,0.09435372,,0.07841787,,
QUY - PKGUTQKM,82,0,0,0.032225072,0.20885903,,0.19870932,,0.18399458,,
QUY - PKGUTQKM,86,0,0,0.69696873,0.43223733,,0.09244873,,0.12936148,,
QUY - PKGUTQKM,90,0,0,0.5520656,0.28209698,,0.09101035,,0.0032830879,,
QUY - PKGUTQKM,91,0,1,0.2852242,0.012948215,,0.117559634,,0.22590783,,
LGE - FTSCKGEURLJCERPIP,58,1,0,0.81231004,0.8535475,0.22815743,,,,0.19258527,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.72776365,0.2735346,0.08130348,,,,0.051499773,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.03309393,0.54795647,0.008535763,,,,0.20337173,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.23032928,0.6130078,0.10049063,,,,0.0791906,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.81601006,0.017594814,0.25941196,,,,0.24055314,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.7174875,0.89216435,0.1633454,,,,0.09575371,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.19095409,0.77121335,0.04966096,,,,0.14788683,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.6048205,0.8653344,0.16312121,,,,0.07124719,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.89240515,0.15697384,0.2557554,,,,0.21837857,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.09950364,0.12864888,0.02487674,,,,0.13973682,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.3752576,0.023189425,0.045972157,,,,0.1368099,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.9588438,0.2826426,0.063188955,,,,0.142679,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.19985497,0.21579677,0.031027844,,,,0.13498059,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.41684765,0.003852725,0.12805098,,,,0.06718278,
LGE - FTSCKGEURLJCERPIP,58,0,0,0.44638115,0.8695899,0.15836097,,,,0.13359214,
LGE - FTSCKGEURLJCERPIP,69,0,1,0.063975394,0.60744596,0.24787003,,,,0.13298728,
AUJ - RXAROVVXISOORFYPNPEVYKOO,33,1,0,0.8568474,0.32326704,0.21439989,0.25926793,,,,
AUJ - RXAROVVXISOORFYPNPEVYKOO,38,0,0,0.5354729,0.78609276,0.1321104,0.16516478,,,,
AUJ - RXAROVVXISOORFYPNPEVYKOO,43,0,0,0.09910816,0.25719506,0.24527021,0.09326817,,,,
AUJ - RXAROVVXISOORFYPNPEVYKOO,48,0,0,0.36414748,0.3617218,0.049090385,0.02766338,,,,
AUJ - RXAROVVXISOORFYPNPEVYKOO,49,0,1,0.623981,0.42318565,0.17399777,0.22865699,,,,
FOF - BJLSFQBILRFHHDPHXEUL,71,1,0,0.3146891,0.99185747,0.25748962,,0.063052244,0.21388611,,
FOF - BJLSFQBILRFHHDPHXEUL,74,0,0,0.80214614,0.18963987,0.07833774,,0.13299653,0.16751134,,
FOF - BJLSFQBILRFHHDPHXEUL,77,0,0,0.14082599,0.8477343,0.25740805,,0.107002966,0.04345316,,
FOF - BJLSFQBILRFHHDPHXEUL,80,0,0,0.8554817,0.19088799,0.09480695,,0.2151363,0.13884287,,
FOF - BJLSFQBILRFHHDPHXEUL,83,0,0,0.10183114,0.20029032,0.008365188,,0.017197208,0.015217259,,
FOF - BJLSFQBILRFHHDPHXEUL,86,0,0,0.43713135,0.9267751,0.21227936,,0.016065586,0.18143645,,
FOF - BJLSFQBILRFHHDPHXEUL,89,0,0,0.57423687,0.3857394,0.18651931,,0.18835501,0.016787436,,
FOF - BJLSFQBILRFHHDPHXEUL,92,0,0,0.17676747,0.36879373,0.24344319,,0.07104154,0.102598175,,
FOF - BJLSFQBILRFHHDPHXEUL,95,0,0,0.5883722,0.64554584,0.23798092,,0.16721568,0.039351825,,
FOF - BJLSFQBILRFHHDPHXEUL,98,0,0,0.64991415,0.575448,0.25141737,,0.013593867,0.23796487,,
FOF - BJLSFQBILRFHHDPHXEUL,102,0,1,0.6175663,0.44512683,0.09998569,,0.16712938,0.23726586,,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,81,1,0,0.23420727,0.27551323,0.2012823,,,,0.19698332,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,89,0,0,0.054605722,0.73636425,0.013828082,,,,0.20129754,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,97,0,0,0.28123945,0.2997377,0.06595848,,,,0.07908109,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,105,0,0,0.3141039,0.62971973,0.05858202,,,,0.20543964,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,113,0,0,0.72453696,0.701927,0.15928143,,,,0.07326469,
TDH - YTFPDVDPLRSDEVQERMSFTEIIAQ,114,0,1,0.7339813,0.5432213,0.0051794737,,,,0.11182432,
MRS - LDXVLGAKINDPVYELBYKX,61,1,0,0.65540886,0.4191776,0.21369709,,0.17573564,,0.05705538,
MRS - LDXVLGAKINDPVYELBYKX,67,0,0,0.4616329,0.094944835,0.051944543,,0.2413092,,0.14601934,
MRS - LDXVLGAKINDPVYELBYKX,73,0,0,0.9571075,0.69999397,0.1701189,,0.22158591,,0.12756202,
MRS - LDXVLGAKINDPVYELBYKX,79,0,0,0.29463375,0.6628617,0.032627113,,0.01797125,,0.141254,
MRS - LDXVLGAKINDPVYELBYKX,85,0,0,0.43736178,0.82728803,0.22529706,,0.26630443,,0.09820355,
MRS - LDXVLGAKINDPVYELBYKX,91,0,0,0.6708911,0.8963372,0.18396294,,0.04274225,,0.019363666,
MRS - LDXVLGAKINDPVYELBYKX,97,0,0,0.1912387,0.9834954,0.23351441,,0.2448117,,0.14376803,
MRS - LDXVLGAKINDPVYELBYKX,103,0,0,0.62588304,0.12831903,0.018465174,,0.18155661,,0.23809634,
MRS - LDXVLGAKINDPVYELBYKX,109,0,0,0.5804441,0.78752923,0.030731732,,0.1420397,,0.15083815,
MRS - LDXVLGAKINDPVYELBYKX,111,0,1,0.8201598,0.12201679,0.2184053,,0.14266437,,0.046884667,
TNP - WRNSJYKFNSSFEDEKFKSJK,47,1,0,0.8517375,0.85875297,,0.2483565,,0.06988822,,
TNP - WRNSJYKFNSSFEDEKFKSJK,54,0,0,0.21167827,0.32741165,,0.23445757,,0.21126436,,
TNP - WRNSJYKFNSSFEDEKFKSJK,61,0,0,0.6189701,0.32325572,,0.23634131,,0.12102923,,
TNP - WRNSJYKFNSSFEDEKFKSJK,68,0,0,0.89703983,0.008808017,,0.09873814,,0.22772466,,
TNP - WRNSJYKFNSSFEDEKFKSJK,75,0,0,0.14927006,0.2668469,,0.2568763,,0.005467763,,
TNP - WRNSJYKFNSSFEDEKFKSJK,82,0,0,0.6871313,0.81684554,,0.20737256,,0.25666842,,
TNP - WRNSJYKFNSSFEDEKFKSJK,89,0,0,0.42694384,0.82907856,,0.18421395,,0.23005648,,
TNP - WRNSJYKFNSSFEDEKFKSJK,96,0,0,0.25066662,0.6214776,,0.0675843,,0.2244414,,
TNP - WRNSJYKFNSSFEDEKFKSJK,103,0,0,0.50606257,0.5632814,,0.07888196,,0.020737326,,
TNP - WRNSJYKFNSSFEDEKFKSJK,106,0,1,0.12786216,0.7720354,,0.23060761,,0.0064032157,,
VPL - SHEYHQLOFGIPGTGAB,95,1,0,0.103129625,0.82515234,,,,,0.13995922,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.094255924,0.54901624,,,,,0.15123783,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.0014817715,0.9292152,,,,,0.23670706,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.2315737,0.43529677,,,,,0.16488038,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.02222538,0.244281,,,,,0.24787666,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.70385367,0.5495052,,,,,0.15488726,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.10627967,0.33521628,,,,,0.096329354,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.08978957,0.9461237,,,,,0.17093623,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.56463623,0.07793599,,,,,0.22366524,
VPL - SHEYHQLOFGIPGTGAB,95,0,0,0.27402914,0.31659418,,,,,0.0758305,
VPL - SHEYHQLOFGIPGTGAB,102,0,1,0.080688655,0.5989654,,,,,0.26448518,
BYA - SUQENXESRAGS,37,1,0,0.64501345,0.22894943,,,,0.13130365,,
BYA - SUQENXESRAGS,37,0,0,0.7468328,0.320594,,,,0.0101013435,,
BYA - SUQENXESRAGS,37,0,0,0.43489754,0.1994288,,,,0.117154315,,
BYA - SUQENXESRAGS,37,0,0,0.5382084,0.77830434,,,,0.13772517,,
BYA - SUQENXESRAGS,37,0,0,0.48876852,0.45071042,,,,0.2319654,,
BYA - SUQENXESRAGS,37,0,0,0.88164294,0.008953929,,,,0.2402132,,
BYA - SUQENXESRAGS,37,0,0,0.5054855,0.7661807,,,,0.0028695806,,
BYA - SUQENXESRAGS,37,0,0,0.18990159,0.3938411,,,,0.010905943,,
BYA - SUQENXESRAGS,37,0,0,0.17298365,0.21261084,,,,0.025021436,,
BYA - SUQENXESRAGS,37,0,0,0.09996897,0.87214833,,,,0.2535458,,
BYA - SUQENXESRAGS,37,0,0,0.12836844,0.81019336,,,,0.07000424,,
BYA - SUQENXESRAGS,37,0,0,0.6028535,0.6512361,,,,0.17599268,,
BYA - SUQENXESRAGS,37,0,0,0.63901746,0.94023496,,,,0.09329115,,
BYA - SUQENXESRAGS,37,0,0,0.34694833,0.4093783,,,,0.19510192,,
BYA - SUQENXESRAGS,43,0,1,0.58700997,0.5260052,,,,0.15122217,,
QHC - BCXDFIUCPQFRBHXL,49,1,0,0.17567194,0.4347685,,,0.23803978,0.19160633,,
QHC - BCXDFIUCPQFRBHXL,51,0,0,0.97222763,0.46337068,,,0.079766095,0.0569517,,
QHC - BCXDFIUCPQFRBHXL,53,0,0,0.14238137,0.6199594,,,0.024388004,0.015436353,,
QHC - BCXDFIUCPQFRBHXL,55,0,0,0.8247486,0.694084,,,0.21160296,0.21418649,,
QHC - BCXDFIUCPQFRBHXL,57,0,0,0.50345683,0.95072114,,,0.063111536,0.06438955,,
QHC - BCXDFIUCPQFRBHXL,59,0,0,0.9319586,0.27252525,,,0.1711951,0.22790216,,
QHC - BCXDFIUCPQFRBHXL,61,0,0,0.4182797,0.22671711,,,0.07301312,0.1847222,,
QHC - BCXDFIUCPQFRBHXL,63,0,0,0.0020971298,0.43688887,,,0.10057463,0.012363547,,
QHC - BCXDFIUCPQFRBHXL,65,0,0,0.4728334,0.029059887,,,0.20704775,0.07550475,,
QHC - BCXDFIUCPQFRBHXL,67,0,0,0.7771137,0.5007431,,,0.06269913,0.26506913,,
QHC - BCXDFIUCPQFRBHXL,69,0,0,0.55066943,0.019272983,,,0.23903437,0.08107712,,
QHC - BCXDFIUCPQFRBHXL,71,0,0,0.23820245,0.3882689,,,0.11512973,0.25079453,,
QHC - BCXDFIUCPQFRBHXL,73,0,0,0.28581417,0.085311115,,,0.24834016,0.22625975,,
QHC - BCXDFIUCPQFRBHXL,73,0,1,0.0022101402,0.33551204,,,0.19584824,0.14717832,,
NRI - AKLACGSQUVJMGXFHNHR,89,1,0,0.07668686,0.7082439,0.21888581,,0.14958146,0.25517586,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.66991585,0.04920119,0.1510692,,0.19766138,0.015340066,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.9592354,0.49622238,0.07551792,,0.19971232,0.24491233,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.77932006,0.90732217,0.13654122,,0.09308406,0.16094334,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.6460486,0.34189457,0.20947298,,0.18389478,0.07132933,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.022500873,0.8660411,0.1398167,,0.16300154,0.096399896,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.47454274,0.69217086,0.007502091,,0.24565579,0.19257215,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.9944308,0.31395245,0.08663694,,0.22373457,0.114120305,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.13846922,0.84888005,0.20094898,,0.2282271,0.24185783,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.7779416,0.1367482,0.058657456,,0.17668955,0.038467366,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.65931475,0.68606544,0.24630679,,0.2522885,0.025580628,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.052467167,0.031602383,0.008073625,,0.114784874,0.23446232,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.21117628,0.7314636,0.2215324,,0.10075235,0.005660276,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.3394493,0.15477806,0.11062667,,0.17110975,0.05468929,,
NRI - AKLACGSQUVJMGXFHNHR,89,0,0,0.14600354,0.5016614,0.18289226,,0.22481453,0.1302164,,
NRI - AKLACGSQUVJMGXFHNHR,101,0,1,0.75717795,0.56275344,0.21389297,,0.026919084,0.039959617,,
INI - BWBEBJYMETDMPIRQWC,55,1,0,0.59884655,0.70163727,,0.15700968,0.041942537,0.1819458,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.42726803,0.21057487,,0.26372308,0.15932913,0.03165299,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.97148633,0.31803125,,0.17927426,0.14119917,0.10884614,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.1308099,0.8753833,,0.0014360037,0.14413795,0.16188806,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.73042685,0.46291178,,0.1893853,0.09106391,0.081160285,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.290232,0.4603473,,0.038732093,0.12489969,0.2636473,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.22706926,0.60920864,,0.1157189,0.15821123,0.11646933,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.66314894,0.007148564,,0.20247225,0.039121665,0.16510333,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.56515914,0.116125405,,0.14354952,0.21135077,0.2234333,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.8965954,0.28906876,,0.011559459,0.17464496,0.035670906,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.83009285,0.523811,,0.0120589575,0.069005296,0.16100854,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.83705187,0.63840616,,0.23952663,0.115562044,0.17632793,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.6486067,0.8285604,,0.062700346,0.14511313,0.12753059,,
INI - BWBEBJYMETDMPIRQWC,55,0,0,0.66499335,0.6157497,,0.041083608,0.24652663,0.10179222,,
INI - BWBEBJYMETDMPIRQWC,57,0,1,0.37963158,0.5237013,,0.05140275,0.09997419,0.12484905,,
CSE - MLIVKL,68,1,0,0.98912823,0.4069761,0.08851338,0.16350476,0.074508995,,,
CSE - MLIVKL,69,0,0,0.33016992,0.9432603,0.05047683,0.23984855,0.18214478,,,
CSE - MLIVKL,70,0,0,0.0029476285,0.6440378,0.07989944,0.20858748,0.26477072,,,
CSE - MLIVKL,71,0,0,0.1454916,0.2869388,0.011201321,0.10142701,0.04117057,,,
CSE - MLIVKL,72,0,0,0.92881525,0.61872774,0.10561633,0.077528015,0.17981827,,,
CSE - MLIVKL,73,0,0,0.15194863,0.608503,0.18524939,0.0759788,0.1464992,,,
CSE - MLIVKL,74,0,0,0.6199591,0.049858153,0.1856733,0.18060607,0.065309465,,,
CSE - MLIVKL,75,0,0,0.111263156,0.6336179,0.26361537,0.037118185,0.19056216,,,
CSE - MLIVKL,76,0,0,0.37823045,0.6215499,0.09382494,0.0709696,0.003965327,,,
CSE - MLIVKL,77,0,0,0.41902483,0.29149318,0.0018222898,0.25368917,0.21146344,,,
CSE - MLIVKL,78,0,0,0.20882386,0.39563304,0.124759845,0.005731003,0.19592418,,,
CSE - MLIVKL,79,0,0,0.18500257,0.9761911,0.10322733,0.058751304,0.16040759,,,
CSE - MLIVKL,80,0,0,0.043563366,0.01658845,0.25749797,0.15816317,0.20064217,,,
CSE - MLIVKL,83,0,1,0.82303864,0.5711787,0.078160234,0.010730561,0.017413877,,,
TLH - QVSSYAIMPIUODSRGKGVQA,52,1,0,0.43759483,0.94668484,0.01402607,,,0.15646979,,
TLH - QVSSYAIMPIUODSRGKGVQA,53,0,0,0.31020623,0.7314975,0.06601538,,,0.1944992,,
TLH - QVSSYAIMPIUODSRGKGVQA,54,0,0,0.77069503,0.82151896,0.085954905,,,0.04649811,,
TLH - QVSSYAIMPIUODSRGKGVQA,55,0,0,0.030531287,0.9499278,2.8892822E-4,,,0.005491089,,
TLH - QVSSYAIMPIUODSRGKGVQA,56,0,0,0.66791064,0.8332933,0.11998668,,,0.15693927,,
TLH - QVSSYAIMPIUODSRGKGVQA,57,0,0,0.37391686,0.87724245,0.04993445,,,0.22357616,,
TLH - QVSSYAIMPIUODSRGKGVQA,58,0,0,0.96227074,0.9937624,0.1510457,,,0.053566735,,
TLH - QVSSYAIMPIUODSRGKGVQA,59,0,0,0.44614887,0.89804816,0.010132077,,,0.14576052,,
TLH - QVSSYAIMPIUODSRGKGVQA,60,0,0,0.8081344,0.43741626,0.011104426,,,0.13933282,,
TLH - QVSSYAIMPIUODSRGKGVQA,61,0,0,0.9449687,0.4628169,0.0015655002,,,0.09932235,,
TLH - QVSSYAIMPIUODSRGKGVQA,62,0,0,0.04630387,0.107954085,0.20220517,,,0.046456184,,
TLH - QVSSYAIMPIUODSRGKGVQA,63,0,0,0.41914433,0.74816644,0.20295365,,,0.003566492,,
TLH - QVSSYAIMPIUODSRGKGVQA,64,0,0,0.19820076,0.65448374,0.26147273,,,0.2552224,,
TLH - QVSSYAIMPIUODSRGKGVQA,68,0,1,0.07347304,0.31491452,0.05726539,,,0.007433631,,
PNS - XMBNMNHFPAVCBVW,15,1,0,0.0122385025,0.30074453,,,0.17947832,,0.22910857,
PNS - XMBNMNHFPAVCBVW,19,0,0,0.52200633,0.50296015,,,0.09008519,,0.21300448,
PNS - XMBNMNHFPAVCBVW,23,0,0,0.64485085,0.36774653,,,0.19862014,,0.031026343,
PNS - XMBNMNHFPAVCBVW,27,0,0,0.40391755,0.8207865,,,0.023964614,,0.2436423,
PNS - XMBNMNHFPAVCBVW,31,0,0,0.7146142,0.8768056,,,0.0042094877,,0.022603072,
PNS - XMBNMNHFPAVCBVW,35,0,0,0.72926396,0.9829644,,,0.006259143,,0.17864656,
PNS - XMBNMNHFPAVCBVW,39,0,0,0.9600651,0.4929884,,,0.026218053,,0.13367964,
PNS - XMBNMNHFPAVCBVW,43,0,0,0.7705958,0.26940733,,,0.10462313,,0.17703485,
PNS - XMBNMNHFPAVCBVW,47,0,0,0.5130619,0.30584878,,,0.199243,,0.24658816,
PNS - XMBNMNHFPAVCBVW,51,0,0,0.9697454,0.2531302,,,0.017609231,,0.008762762,
PNS - XMBNMNHFPAVCBVW,56,0,1,0.07099283,0.07610357,,,0.1514054,,0.24831133,
VFS - YJOFCENASLHAGIUUJR,41,1,0,0.68165797,0.8783851,,,0.1805032,0.11004048,,
VFS - YJOFCENASLHAGIUUJR,43,0,0,0.0825721,0.33225715,,,0.2617657,0.18715304,,
VFS - YJOFCENASLHAGIUUJR,45,0,0,0.53602093,0.95386493,,,0.1281514,0.050060865,,
VFS - YJOFCENASLHAGIUUJR,47,0,0,0.56386364,0.13934779,,,0.21056221,0.016185137,,
VFS - YJOFCENASLHAGIUUJR,49,0,0,0.6098395,0.67773306,,,0.01326576,0.11461225,,
VFS - YJOFCENASLHAGIUUJR,51,0,0,0.7850531,0.3533575,,,0.018581292,0.18316275,,
VFS - YJOFCENASLHAGIUUJR,53,0,0,0.80629104,0.06282246,,,0.13521019,0.06244386,,
VFS - YJOFCENASLHAGIUUJR,55,0,0,0.144665,0.4303338,,,0.060009435,0.12925218,,
VFS - YJOFCENASLHAGIUUJR,57,0,0,0.020178914,0.812613,,,0.062698655,0.26136166,,
VFS - YJOFCENASLHAGIUUJR,59,0,0,0.5725924,0.3752269,,,0.089103244,0.021944767,,
VFS - YJOFCENASLHAGIUUJR,61,0,0,0.8374504,0.45606095,,,0.06799394,0.0995011,,
VFS - YJOFCENASLHAGIUUJR,69,0,1,0.7458731,0.77743506,,,0.17641072,0.23808396,,
JXW - VHJFXIT,78,1,0,0.6493018,0.35713112,0.07718865,,,,,
JXW - VHJFXIT,78,0,0,0.3238263,0.8697125,0.0829742,,,,,
JXW - VHJFXIT,78,0,0,0.19607735,0.3223256,0.2000024,,,,,
JXW - VHJFXIT,78,0,0,0.37458724,0.020747006,0.006059893,,,,,
JXW - VHJFXIT,78,0,0,0.36051726,0.30405408,0.01620733,,,,,
JXW - VHJFXIT,78,0,0,0.85238844,0.6472606,0.15618454,,,,,
