task_title,time_stamp,start_flag,end_flag,risk,difficulty,r_hardware,r_software,r_people,r_consumables,r_attire,r_tools
LEP - GCIPVKVD,15.0,0,1,0.11369483,0.116442725,0.08581748,,,,0.033910148,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,18.0,1,0,0.08661248,0.10891358,0.05617424,,,0.04750274,,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,35.8,0,0,0.06808228,0.12493496,0.07806032,,,0.006690252,,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,53.6,0,0,0.0044472385,0.11333032,0.028937964,,,0.059404053,,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,71.399994,0,0,0.06824922,0.104560584,0.08149623,,,0.06434492,,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,89.2,0,0,0.05341832,0.1016062,0.12792933,,,0.12606484,,
RNP - HQWVFGXGCIJUXAEUWKFCOJVJWXV,107.0,0,1,0.0549459,0.08852996,0.08133335,,,0.029031802,,
DIJ - KIUAPWQTDFR,51.0,1,0,0.10204846,0.014784928,,,,,0.05754375,
DIJ - KIUAPWQTDFR,55.727272,0,0,0.08207681,0.11147102,,,,,0.116046086,
DIJ - KIUAPWQTDFR,60.454544,0,0,0.09387435,0.0759092,,,,,0.07549565,
DIJ - KIUAPWQTDFR,65.181816,0,0,0.009753838,0.03614303,,,,,0.09118638,
DIJ - KIUAPWQTDFR,69.90909,0,0,0.1269498,0.13299763,,,,,0.04617431,
DIJ - KIUAPWQTDFR,74.63636,0,0,0.078483045,0.008410099,,,,,0.07212432,
DIJ - KIUAPWQTDFR,79.36363,0,0,0.113241084,0.06077691,,,,,0.059593573,
DIJ - KIUAPWQTDFR,84.09091,0,0,0.11413219,0.03061689,,,,,0.025846997,
DIJ - KIUAPWQTDFR,88.81818,0,0,0.11733757,0.06773023,,,,,0.089876704,
DIJ - KIUAPWQTDFR,93.545456,0,0,0.008538988,0.04939247,,,,,0.12988602,
DIJ - KIUAPWQTDFR,98.27272,0,0,0.014168794,0.04346647,,,,,0.12430351,
DIJ - KIUAPWQTDFR,103.0,0,1,0.027993802,0.017575415,,,,,0.012941141,
HBM - JJWGXXHQUCOW,43.0,1,0,0.08600934,0.08756691,,0.1063245,0.075952664,0.021312531,0.052725855,
HBM - JJWGXXHQUCOW,54.666668,0,0,0.060209826,0.12842485,,0.1313619,0.11372332,0.02078713,0.022072395,
HBM - JJWGXXHQUCOW,66.333336,0,0,0.08819855,0.11905488,,0.011801385,0.06658434,0.11469358,0.06820582,
HBM - JJWGXXHQUCOW,78.0,0,1,0.03177832,0.09307519,,0.046906516,0.008077409,0.12772258,0.08421104,
JMW - UWWMMUFBYNQQYSCREXNWKN,69.0,1,0,0.086433895,0.076290205,0.076646894,,0.019367985,0.061579835,,
JMW - UWWMMUFBYNQQYSCREXNWKN,74.28571,0,0,0.07840952,0.100981005,0.13097164,,0.08069471,0.03838916,,
JMW - UWWMMUFBYNQQYSCREXNWKN,79.57143,0,0,0.009995436,0.09272862,0.10133929,,0.12285803,0.12586898,,
JMW - UWWMMUFBYNQQYSCREXNWKN,84.85714,0,0,0.07255612,0.124244206,0.056691796,,0.021182628,0.09955649,,
JMW - UWWMMUFBYNQQYSCREXNWKN,90.14285,0,0,0.046309277,0.09046554,0.0020831984,,0.04954006,0.039118655,,
JMW - UWWMMUFBYNQQYSCREXNWKN,95.42857,0,0,0.12804247,0.046115063,0.1139249,,0.057566013,0.028606009,,
JMW - UWWMMUFBYNQQYSCREXNWKN,100.71429,0,0,0.11615361,0.00631404,0.03593963,,0.008044536,0.05457231,,
JMW - UWWMMUFBYNQQYSCREXNWKN,106.0,0,1,0.0019608466,0.075828694,0.1125018,,0.05942727,0.07311247,,
KOM - DITAJJNDM,90.0,1,0,0.08548183,0.022985168,,0.08636589,,,,
KOM - DITAJJNDM,92.375,0,0,0.11277323,0.05273945,,0.017671894,,,,
KOM - DITAJJNDM,94.75,0,0,0.12824005,0.08328526,,0.080819145,,,,
KOM - DITAJJNDM,97.125,0,0,0.02515154,0.080573305,,0.10480973,,,,
KOM - DITAJJNDM,99.5,0,0,0.043098696,0.105365954,,0.120434836,,,,
KOM - DITAJJNDM,101.875,0,0,0.11921516,0.04554361,,0.1232492,,,,
KOM - DITAJJNDM,104.25,0,0,0.11392676,0.11368633,,0.04371197,,,,
KOM - DITAJJNDM,106.625,0,0,0.12745962,0.13145384,,0.12819685,,,,
KOM - DITAJJNDM,109.0,0,1,0.09277338,0.08463163,,0.036715765,,,,
QNC - NKYGA,52.0,1,0,0.051224075,0.1005841,,0.042025287,0.030577425,,,
QNC - NKYGA,52.5,0,0,0.10015786,0.07099264,,0.08642818,0.13183002,,,
QNC - NKYGA,53.0,0,0,0.037914567,0.07500851,,0.119234316,0.05305305,,,
QNC - NKYGA,53.5,0,0,0.08306801,0.09193182,,0.116717614,0.11846178,,,
QNC - NKYGA,54.0,0,0,0.08632833,0.09750284,,0.08908572,7.9702324E-4,,,
QNC - NKYGA,54.5,0,0,0.09888254,0.09181248,,0.07813255,0.095102735,,,
QNC - NKYGA,55.0,0,0,0.027633676,0.10573232,,0.030583931,0.007495322,,,
QNC - NKYGA,55.5,0,0,0.07866491,0.12775744,,0.09437437,0.0046801916,,,
QNC - NKYGA,56.0,0,0,0.093412444,0.011654854,,0.08346312,0.13022555,,,
QNC - NKYGA,56.5,0,0,0.059796613,0.018300323,,0.04690099,0.04919626,,,
QNC - NKYGA,57.0,0,0,0.005692111,0.03739624,,0.016589824,0.10472709,,,
QNC - NKYGA,57.5,0,0,0.102521114,0.12782766,,0.06851467,0.110203885,,,
QNC - NKYGA,58.0,0,0,0.053617507,0.09632561,,0.023723893,0.043028545,,,
QNC - NKYGA,58.5,0,0,0.031655498,0.10457941,,0.071071915,0.07765353,,,
QNC - NKYGA,59.0,0,1,0.015996464,0.1086811,,0.036134977,0.06657861,,,
RLT - UWIIIQB,83.0,1,0,0.08942796,0.11651839,0.07963482,,,0.09831909,0.06164666,
RLT - UWIIIQB,84.333336,0,0,0.11177142,0.0039567295,0.03839376,,,6.842507E-4,0.10744948,
RLT - UWIIIQB,85.666664,0,0,0.07928558,0.11762796,0.027677381,,,0.13260242,0.09526234,
RLT - UWIIIQB,87.0,0,0,0.1292824,0.12273995,0.09199223,,,0.11730795,7.156789E-4,
RLT - UWIIIQB,88.333336,0,0,0.05951919,0.05056266,0.04682078,,,0.0010956904,0.06186347,
RLT - UWIIIQB,89.666664,0,0,0.0113667,0.055295166,0.12000603,,,0.09028631,7.2162604E-4,
RLT - UWIIIQB,91.0,0,1,0.038393278,0.12569591,0.08612831,,,0.009492969,0.10768042,
BSW - MSJOKHFNQNUBHKKFKASDGX,2.0,1,0,0.04602667,0.010115513,,0.03594035,,,0.07785018,
BSW - MSJOKHFNQNUBHKKFKASDGX,4.916667,0,0,0.11014192,0.08954174,,0.08065296,,,0.023542197,
BSW - MSJOKHFNQNUBHKKFKASDGX,7.8333335,0,0,0.10681372,0.09751228,,0.07318206,,,0.088997744,
BSW - MSJOKHFNQNUBHKKFKASDGX,10.75,0,0,0.07208398,0.08461461,,0.04698338,,,0.009993089,
BSW - MSJOKHFNQNUBHKKFKASDGX,13.666667,0,0,0.020861281,0.051739067,,0.077594586,,,0.06288333,
BSW - MSJOKHFNQNUBHKKFKASDGX,16.583334,0,0,0.07325595,0.11817426,,0.034686156,,,0.07574233,
BSW - MSJOKHFNQNUBHKKFKASDGX,19.5,0,0,0.10395276,0.09678942,,0.021478979,,,0.027669925,
BSW - MSJOKHFNQNUBHKKFKASDGX,22.416668,0,0,0.05416395,0.013205106,,0.06356819,,,0.124184564,
BSW - MSJOKHFNQNUBHKKFKASDGX,25.333334,0,0,0.11391986,0.020178756,,0.013275044,,,0.050808698,
BSW - MSJOKHFNQNUBHKKFKASDGX,28.25,0,0,0.023631573,0.10306747,,0.037447482,,,0.05846235,
BSW - MSJOKHFNQNUBHKKFKASDGX,31.166668,0,0,0.03498921,0.07479627,,0.09785796,,,0.09094648,
BSW - MSJOKHFNQNUBHKKFKASDGX,34.083336,0,0,0.12346684,0.11318126,,0.020463157,,,0.0066973567,
BSW - MSJOKHFNQNUBHKKFKASDGX,37.0,0,1,0.04399972,0.01348404,,0.014776179,,,0.10148624,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.0,1,0,0.060770463,0.010821693,0.0337521,,0.056445424,0.100010365,0.036369577,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.15385,0,0,0.12213308,0.025406947,0.05622388,,0.11503102,0.049925398,0.010013445,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.30769,0,0,0.010685083,0.10791703,0.049903765,,0.06370391,0.037895866,0.12552443,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.46154,0,0,0.12972075,0.11761083,0.029738445,,0.056810293,0.11083076,0.019231448,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.61539,0,0,0.08590954,0.07632745,0.051368482,,0.026601847,0.11166716,0.045337263,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.76923,0,0,0.0661246,0.08825293,0.0013498218,,0.10676894,0.0010047109,0.07003094,
SNS - LSAUCPGMNHPJFHIMVTYQC,95.92308,0,0,0.1074864,0.030964421,0.09532857,,0.021446226,0.0132845435,0.050088923,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.07692,0,0,0.0045553893,0.105182715,0.057548836,,0.109270416,0.12763685,0.10799063,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.23077,0,0,0.12502794,0.046237934,0.112669505,,0.08840367,0.07037739,9.224325E-4,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.38461,0,0,0.024433281,0.012274077,0.066438794,,0.08435856,0.05809938,0.057261296,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.53846,0,0,0.080434166,0.034643743,0.0873294,,0.021172378,0.074183784,0.117314346,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.69231,0,0,0.06348663,0.068373926,0.12656426,,0.13234907,0.097002335,0.041952003,
SNS - LSAUCPGMNHPJFHIMVTYQC,96.84615,0,0,0.07046025,0.12658566,0.008354571,,0.08145905,0.02362121,0.10910598,
SNS - LSAUCPGMNHPJFHIMVTYQC,97.0,0,1,0.068241835,0.0035666837,0.03860246,,0.1312232,0.12890723,0.049423672,
LTS - DGEXMFMEUSEMVTUI,30.0,1,0,0.127465,0.014931116,0.030727549,0.066117786,,,0.020283593,
LTS - DGEXMFMEUSEMVTUI,43.666668,0,0,0.12366728,0.06111294,0.08061961,0.018038807,,,0.08650888,
LTS - DGEXMFMEUSEMVTUI,57.333336,0,0,0.0178245,0.10539524,0.024413276,0.123183124,,,0.101723805,
LTS - DGEXMFMEUSEMVTUI,71.0,0,1,0.13144305,0.12684529,0.03370451,0.0030748735,,,0.09148973,
MRR - ULMMVPRDMHWLWXKPTRBVIJH,32.0,1,0,0.105003454,0.019683568,,,,,0.024432363,
MRR - ULMMVPRDMHWLWXKPTRBVIJH,34.5,0,0,0.09786099,0.09540659,,,,,0.09085853,
MRR - ULMMVPRDMHWLWXKPTRBVIJH,37.0,0,0,0.057071514,0.017470794,,,,,0.11687044,
MRR - ULMMVPRDMHWLWXKPTRBVIJH,39.5,0,0,0.12949154,0.062393263,,,,,0.107007064,
MRR - ULMMVPRDMHWLWXKPTRBVIJH,42.0,0,1,0.023389535,0.084108055,,,,,0.039369922,
DTA - SVUKU,25.0,1,0,0.053495403,0.04362899,,,,,0.10537426,
DTA - SVUKU,39.666668,0,0,0.06648528,0.110565566,,,,,0.06575297,
DTA - SVUKU,54.333336,0,0,0.075375356,0.0054202178,,,,,0.027499702,
DTA - SVUKU,69.0,0,0,0.10802226,0.03838509,,,,,0.102345906,
DTA - SVUKU,83.66667,0,0,0.072480835,0.06582243,,,,,0.057599343,
DTA - SVUKU,98.333336,0,0,0.08358994,0.09428826,,,,,0.12925433,
DTA - SVUKU,113.0,0,1,0.0853771,0.05849045,,,,,0.021231042,
SUQ - NCLIDMIXABF,12.0,1,0,0.0416145,0.08321118,,0.06132105,,,,
SUQ - NCLIDMIXABF,12.785714,0,0,0.11430495,0.109734446,,0.0634126,,,,
SUQ - NCLIDMIXABF,13.571428,0,0,0.016343163,0.120772004,,0.0032781626,,,,
SUQ - NCLIDMIXABF,14.357143,0,0,0.08459737,0.06638061,,0.05060997,,,,
SUQ - NCLIDMIXABF,15.142857,0,0,0.11956637,0.062274728,,0.008511456,,,,
SUQ - NCLIDMIXABF,15.928572,0,0,0.01883951,0.10445928,,0.0102759665,,,,
SUQ - NCLIDMIXABF,16.714287,0,0,0.08098232,0.097872466,,0.07807295,,,,
SUQ - NCLIDMIXABF,17.5,0,0,0.08028581,0.014372179,,0.073000066,,,,
SUQ - NCLIDMIXABF,18.285713,0,0,0.015796393,0.053763,,0.11968402,,,,
SUQ - NCLIDMIXABF,19.071428,0,0,0.08784881,0.08791326,,0.017638247,,,,
SUQ - NCLIDMIXABF,19.857143,0,0,0.09285312,0.025476964,,0.075810194,,,,
SUQ - NCLIDMIXABF,20.642857,0,0,0.01229041,0.021854082,,0.10597882,,,,
SUQ - NCLIDMIXABF,21.428572,0,0,0.12259828,0.054310795,,0.015230438,,,,
SUQ - NCLIDMIXABF,22.214287,0,0,0.015604008,0.044032983,,0.056634665,,,,
SUQ - NCLIDMIXABF,23.0,0,1,0.094549365,0.044565443,,0.08373492,,,,
LJK - XOCFONSBS,30.0,1,0,0.0670519,0.032091945,,,0.093382336,,0.035968434,
LJK - XOCFONSBS,32.11111,0,0,0.07485114,0.12335834,,,0.043672435,,0.13118853,
LJK - XOCFONSBS,34.22222,0,0,0.11200743,0.11762165,,,0.124942444,,0.052415766,
LJK - XOCFONSBS,36.333332,0,0,0.08412471,0.09098892,,,0.03238955,,0.079541564,
LJK - XOCFONSBS,38.444443,0,0,0.11461251,0.11473715,,,0.027389355,,0.11613944,
LJK - XOCFONSBS,40.555557,0,0,0.08109595,0.11034201,,,0.12292311,,0.12835976,
LJK - XOCFONSBS,42.666668,0,0,0.07779541,0.021790858,,,0.12957498,,0.10058294,
LJK - XOCFONSBS,44.77778,0,0,0.102164686,0.049992748,,,0.026562085,,0.119459294,
LJK - XOCFONSBS,46.88889,0,0,0.009629315,0.0025545808,,,0.13061841,,1.0907651E-4,
LJK - XOCFONSBS,49.0,0,1,0.13071637,0.1122795,,,0.054613173,,0.048810612,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,14.0,1,0,0.047139045,0.028010374,,0.025034823,0.06036418,0.085431136,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,21.545454,0,0,0.0965326,0.12536693,,0.061769195,0.09595694,0.05005115,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,29.090908,0,0,0.040612895,0.07569616,,0.07189542,0.05038498,3.5787537E-4,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,36.636364,0,0,0.052491624,0.072121195,,0.079686716,0.10119955,0.025532627,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,44.181816,0,0,0.025243772,0.014324905,,0.02904467,0.06694556,0.09114675,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,51.727272,0,0,0.030996248,0.12679978,,0.042929396,0.1149625,0.10635604,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,59.272728,0,0,0.097321235,0.0855398,,0.050282035,0.12806101,0.117074184,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,66.81818,0,0,0.011681995,0.085180044,,0.11024709,0.051447928,0.008685345,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,74.36363,0,0,0.06570257,0.060702257,,0.09866375,0.015838206,0.012561249,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,81.90909,0,0,0.07275887,0.009436627,,0.118284665,0.11523789,0.035806872,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,89.454544,0,0,0.02767668,0.12948337,,0.06985593,0.05126509,0.096485235,,
UFJ - WPMBBWHHHQBPLUXNHBIRIKFFOQO,97.0,0,1,0.13152592,0.10342799,,0.061765976,0.04723862,0.00956483,,
GIO - WGRBD,13.0,1,0,0.122208744,0.0041326378,,0.02203058,,,0.11981878,
GIO - WGRBD,16.214285,0,0,0.09079579,0.1250178,,0.046964303,,,0.004162174,
GIO - WGRBD,19.428572,0,0,0.045777287,0.054746922,,0.09466785,,,0.057829387,
GIO - WGRBD,22.642857,0,0,0.05274227,0.1150881,,0.024575567,,,0.10272185,
GIO - WGRBD,25.857143,0,0,0.052452542,0.11120485,,0.064324446,,,0.1278549,
GIO - WGRBD,29.071428,0,0,0.11702115,0.10248646,,0.030198308,,,0.02354583,
GIO - WGRBD,32.285713,0,0,0.013678389,0.082401484,,0.10963959,,,0.023956519,
GIO - WGRBD,35.5,0,0,0.05963857,0.11313676,,0.05058103,,,0.022732083,
GIO - WGRBD,38.714287,0,0,0.10789844,0.04216187,,0.028253976,,,0.12014535,
GIO - WGRBD,41.92857,0,0,0.042672735,0.08205058,,0.050446663,,,0.05142749,
GIO - WGRBD,45.142857,0,0,0.03154619,0.022078654,,0.06092886,,,0.062247824,
GIO - WGRBD,48.357143,0,0,0.104962036,0.012633389,,0.122629136,,,0.06036318,
GIO - WGRBD,51.571426,0,0,0.0331124,0.04870761,,0.10719377,,,0.007772723,
GIO - WGRBD,54.785713,0,0,0.10660074,0.09320421,,0.02905793,,,0.087826155,
GIO - WGRBD,58.0,0,1,0.12194763,0.1315705,,0.042586483,,,0.008892825,
OCK - AKJJDP,74.0,1,0,0.049242295,0.1043487,0.103278115,0.029070526,0.08108857,0.08437749,,
OCK - AKJJDP,78.0,0,0,0.08510447,0.04305625,0.12818432,0.011051804,0.12540886,0.099594414,,
OCK - AKJJDP,82.0,0,0,0.09511863,0.057005465,0.075504854,0.09001863,0.07368173,7.823669E-4,,
OCK - AKJJDP,86.0,0,0,0.085511304,0.09324693,0.09168837,0.070315845,0.020477934,0.10265576,,
OCK - AKJJDP,90.0,0,0,0.015011343,0.013575028,0.114010565,0.0014392207,0.051775355,0.012605513,,
OCK - AKJJDP,94.0,0,0,0.013245898,0.05306327,0.015268285,0.10301122,0.10611887,0.07371001,,
OCK - AKJJDP,98.0,0,0,0.12926361,0.027183432,0.033154342,0.02166727,0.114188164,0.06060423,,
OCK - AKJJDP,102.0,0,0,0.021253562,0.10079887,0.040381193,0.082293324,0.045653123,0.10745441,,
OCK - AKJJDP,106.0,0,0,0.099498,0.06367416,0.07117672,0.092995875,0.12485923,0.008349494,,
OCK - AKJJDP,110.0,0,0,0.10315034,0.075268865,0.046323165,0.101542525,0.093842454,0.030688673,,
OCK - AKJJDP,114.0,0,1,0.047084585,0.03707051,0.06462012,0.024531087,0.009741776,0.09489718,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,99.0,1,0,0.091413505,0.12848735,0.026406925,,0.02319517,0.03508719,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,102.2,0,0,0.003907452,0.013419164,0.058970157,,0.10275237,0.025430745,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,105.4,0,0,0.018843813,0.10621706,0.105567165,,0.13153465,0.044699144,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,108.6,0,0,0.12784837,0.040265772,0.028029932,,0.04969116,0.05747537,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,111.8,0,0,0.08145187,0.031510018,0.0870683,,0.053071987,0.13092561,,
XBS - QESRGBLPIKXBUDICXDWLIHQLGI,115.0,0,1,0.09884145,0.037108388,0.1337804,,0.11383207,0.104740515,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,74.0,1,0,0.029937878,0.12239748,,,0.11872373,0.0016064198,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,75.0,0,0,0.12096812,0.03247511,,,0.040282417,0.007926854,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,76.0,0,0,0.051552087,0.027649986,,,0.10437272,0.0035277277,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,77.0,0,0,0.074194476,0.09000816,,,0.11398704,0.009609111,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,78.0,0,0,0.065353215,0.04143338,,,0.086258106,0.049828876,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,79.0,0,0,0.106465355,0.04609376,,,0.09543836,0.041496187,,
LNE - BKBIULNDBDWLMDLVOVNFPRYIHAH,80.0,0,1,0.05413585,0.087329894,,,0.07432927,0.11646311,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,16.0,1,0,0.115881674,0.09180744,0.01940239,,0.042155493,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,22.333334,0,0,0.022299904,0.0910229,0.08455444,,0.026415018,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,28.666668,0,0,0.018978251,0.08645432,0.0499158,,0.08390564,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,35.0,0,0,0.03561098,0.047870938,0.055035718,,0.074011244,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,41.333336,0,0,0.06941329,0.0948118,0.07704087,,0.10670515,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,47.666668,0,0,0.056319784,0.0080246115,0.06100672,,0.062904164,,,
QOJ - HHUGHOQCCHMCPTJLPQNXHNNMGGIUH,54.0,0,1,0.02693924,0.07537388,0.07120934,,0.1307032,,,
HFF - IKKSNPYUCOVGKXWTQ,60.0,1,0,0.08425629,0.046449997,0.073075615,0.019897602,0.031869747,,0.029588455,
HFF - IKKSNPYUCOVGKXWTQ,61.81818,0,0,0.056125905,0.12608013,0.075180784,0.12631746,0.13002598,,0.085871786,
HFF - IKKSNPYUCOVGKXWTQ,63.636364,0,0,0.0062767207,0.12410609,0.00975632,0.10359414,0.13320285,,0.031182135,
HFF - IKKSNPYUCOVGKXWTQ,65.454544,0,0,0.0986081,0.13228998,0.11020194,0.12570591,0.10379553,,0.017930217,
HFF - IKKSNPYUCOVGKXWTQ,67.27273,0,0,0.12198307,0.13251635,0.062877476,0.13355368,0.09659489,,0.08542931,
HFF - IKKSNPYUCOVGKXWTQ,69.09091,0,0,1.5571182E-4,0.12531327,0.0029200397,0.079473406,0.011841427,,0.076956265,
HFF - IKKSNPYUCOVGKXWTQ,70.90909,0,0,0.05207873,0.094116084,0.09699872,0.054241415,0.054016925,,0.12831815,
HFF - IKKSNPYUCOVGKXWTQ,72.72727,0,0,0.089982286,0.027024958,0.06836636,0.12651779,0.10623781,,0.03937841,
HFF - IKKSNPYUCOVGKXWTQ,74.545456,0,0,0.038585056,0.045390755,0.03358129,0.10586523,0.13086523,,0.08343105,
HFF - IKKSNPYUCOVGKXWTQ,76.36363,0,0,0.034418147,0.109194405,0.13266909,0.051373295,0.12795536,,0.11594168,
