task_title,time_stamp,start_flag,end_flag,risk,difficulty,r_hardware,r_software,r_people,r_consumables,r_attire,r_tools
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,16,0,0,0.9791712,0.057918847,0.1587273,0.121021084,0.2425419,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,22,0,0,0.5803913,0.11391801,0.015008254,0.015645169,0.3020103,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,28,0,0,0.77545404,0.9181913,0.34925783,0.2003396,0.19781475,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,34,0,0,0.7403229,0.41191655,0.046959087,0.044527553,0.10510393,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,40,0,0,0.8276765,0.87469155,0.30478927,0.06476508,0.2536237,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,46,0,0,0.4122895,0.60687107,0.005218569,0.27590948,0.0785808,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,52,0,0,0.92131037,0.98062015,0.09672553,0.08920962,0.087824,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,58,0,0,0.116615236,0.087307274,0.24486355,0.20848273,0.2698535,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,64,0,0,0.5053036,0.5229989,0.18636224,0.32314515,0.19237833,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,70,0,0,0.929555,0.6017255,0.24723941,0.16252191,0.3445834,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,76,0,0,0.59349895,0.6882013,0.29865912,0.22208889,0.17406386,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,82,0,0,0.2557541,0.6187539,0.07481712,0.21600907,0.23753697,,,
EKT - VJOAOKDQFNIKNTVFJDOFOPFL,90,0,1,0.58810747,0.60181755,0.26821604,0.3190276,0.2746356,,,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,56,1,0,0.23710561,0.8490144,,0.25203854,0.18055506,,0.2742918,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,57,0,0,0.7153508,0.46381205,,0.26170206,0.33586743,,0.21754664,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,58,0,0,0.85870826,0.42235762,,0.15705106,0.0758706,,0.23179005,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,59,0,0,0.99147516,0.5744742,,0.3232272,0.012107008,,0.030315736,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,60,0,0,0.9150069,0.5490451,,0.08836434,0.03853638,,0.3396608,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,61,0,0,0.3010826,0.08942062,,0.26237133,0.24339817,,0.12917393,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,62,0,0,0.026584923,0.41593707,,0.35006082,0.1708094,,0.29800478,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,63,0,0,0.5589554,0.81389403,,0.2852445,0.120326884,,0.29968974,
WGX - EMQQHJNUWCVNGCBQBJJJQDWKIVPMV,65,0,1,0.22677982,0.14454907,,0.015491893,0.11625439,,0.25363496,
ABR - UMJAMAVK,12,1,0,0.8008982,0.04856676,,0.2636736,0.19147432,0.02970556,,
ABR - UMJAMAVK,26,0,0,0.42951524,0.15106809,,0.023202224,0.19252928,0.014599653,,
ABR - UMJAMAVK,40,0,0,0.56111526,0.5772652,,0.13735698,0.32276538,0.3298703,,
ABR - UMJAMAVK,54,0,0,0.6579011,0.11712819,,0.018346436,0.16758016,0.3504668,,
ABR - UMJAMAVK,68,0,0,0.697795,0.36477035,,0.30737457,0.268829,0.06653061,,
ABR - UMJAMAVK,71,0,1,0.35681105,0.48324186,,0.1591826,0.25815967,0.123029985,,
HTX - XAPWTXQVMFMCX,79,1,0,0.058039665,0.9193475,,0.2165829,,0.30556425,0.24176098,
HTX - XAPWTXQVMFMCX,84,0,0,0.46265256,0.4605717,,0.1938735,,0.08467194,0.25811905,
HTX - XAPWTXQVMFMCX,89,0,0,0.25428855,0.95015883,,0.19748901,,0.16403943,0.26724842,
HTX - XAPWTXQVMFMCX,94,0,0,0.77978885,0.60111123,,0.33436626,,0.09685558,0.010812668,
HTX - XAPWTXQVMFMCX,99,0,0,0.4010862,0.93987,,0.24711846,,0.017683562,0.24823172,
HTX - XAPWTXQVMFMCX,104,0,0,0.5975258,0.85980165,,0.019106206,,0.02193338,0.049404945,
HTX - XAPWTXQVMFMCX,109,0,0,0.10957861,0.9749262,,0.1475504,,0.02177045,0.1844956,
HTX - XAPWTXQVMFMCX,110,0,1,0.83448875,0.6618926,,0.16568857,,0.057505846,0.16517086,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,55,1,0,0.9539892,0.7966505,0.14082664,0.31673646,,,0.054151993,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,62,0,0,0.6073125,0.26049894,0.30453613,0.16062164,,,0.28737822,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,69,0,0,0.4917916,0.03470111,0.2247002,0.28676197,,,0.34388316,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,76,0,0,0.46494073,0.4061213,0.0540426,0.13707036,,,0.10702527,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,83,0,0,0.61206996,0.9997107,0.054030105,0.07197608,,,0.24069704,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,90,0,0,0.7158724,0.57306427,0.24770592,0.0408735,,,0.21888833,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,97,0,0,0.794022,0.0083863735,0.26333886,0.31488574,,,0.20646304,
IIS - XFLLIAXTPBFEGTTSGMMCBAAKY,99,0,1,0.10194361,0.65280956,0.3403653,0.022711873,,,0.071705334,
ADX - OMTQKYEMNPRONCRLP,43,1,0,0.37886804,0.49822372,,0.17897399,,,,
ADX - OMTQKYEMNPRONCRLP,49,0,0,0.063751996,0.6525909,,0.08483602,,,,
ADX - OMTQKYEMNPRONCRLP,55,0,0,0.49826455,0.8824957,,0.109555095,,,,
ADX - OMTQKYEMNPRONCRLP,61,0,0,0.8144152,0.3303365,,0.07405017,,,,
ADX - OMTQKYEMNPRONCRLP,67,0,0,0.3173883,0.87751216,,0.28764483,,,,
ADX - OMTQKYEMNPRONCRLP,73,0,0,0.5191293,0.8617273,,0.1382128,,,,
ADX - OMTQKYEMNPRONCRLP,79,0,0,0.85682786,0.7119816,,0.11266795,,,,
ADX - OMTQKYEMNPRONCRLP,85,0,0,0.5900321,0.7926962,,0.29491514,,,,
ADX - OMTQKYEMNPRONCRLP,91,0,0,0.30959868,0.27395058,,0.28016916,,,,
ADX - OMTQKYEMNPRONCRLP,97,0,0,0.42658055,0.3401029,,0.3247878,,,,
ADX - OMTQKYEMNPRONCRLP,103,0,0,0.538101,0.26513863,,0.25113422,,,,
ADX - OMTQKYEMNPRONCRLP,109,0,0,0.6170283,0.33652425,,0.25674996,,,,
ADX - OMTQKYEMNPRONCRLP,116,0,1,0.04772103,0.8323702,,0.046637643,,,,
AOE - RIPEUULMMKTIWLNWHS,37,1,0,0.5391491,0.73684686,,,,,0.14915712,
AOE - RIPEUULMMKTIWLNWHS,41,0,0,0.2266779,0.5435324,,,,,0.2666991,
AOE - RIPEUULMMKTIWLNWHS,45,0,0,0.0630551,0.38259906,,,,,0.20362584,
AOE - RIPEUULMMKTIWLNWHS,49,0,0,0.14828211,0.33303803,,,,,0.3018124,
AOE - RIPEUULMMKTIWLNWHS,53,0,0,0.573545,0.22415215,,,,,0.32453018,
AOE - RIPEUULMMKTIWLNWHS,57,0,0,0.38659388,0.44015044,,,,,0.052458834,
AOE - RIPEUULMMKTIWLNWHS,61,0,0,0.8515877,0.07729095,,,,,0.044436485,
AOE - RIPEUULMMKTIWLNWHS,65,0,0,0.08862668,0.6363589,,,,,0.311345,
AOE - RIPEUULMMKTIWLNWHS,69,0,0,0.11324316,0.9295779,,,,,0.2635228,
AOE - RIPEUULMMKTIWLNWHS,73,0,0,0.5386031,0.6064296,,,,,0.1906208,
AOE - RIPEUULMMKTIWLNWHS,77,0,0,0.46890563,0.18171108,,,,,0.010032409,
AOE - RIPEUULMMKTIWLNWHS,81,0,0,0.3204021,0.34653252,,,,,0.24861607,
AOE - RIPEUULMMKTIWLNWHS,85,0,0,0.8286656,0.7145139,,,,,0.22616829,
AOE - RIPEUULMMKTIWLNWHS,89,0,0,0.41240644,0.6974644,,,,,0.26876855,
AOE - RIPEUULMMKTIWLNWHS,93,0,0,0.39359117,0.5042425,,,,,0.30992204,
AOE - RIPEUULMMKTIWLNWHS,101,0,1,0.55230653,0.040827632,,,,,0.014469309,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,53,1,0,0.86348826,0.27103204,0.2165613,,0.091482475,0.008527111,0.08659294,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,55,0,0,0.4938007,0.76612866,0.23997083,,0.2668698,0.23816203,0.11550102,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,57,0,0,0.37138563,0.9021993,0.109831266,,0.12730464,0.26379046,0.26636636,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,59,0,0,0.38726968,0.6631629,0.20232938,,0.1424021,0.2991904,0.24204238,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,61,0,0,0.85178643,0.7476384,0.28432766,,0.11734436,0.18456167,0.20705739,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,63,0,0,0.22710967,0.6993607,0.28105894,,0.080406025,0.1391173,0.044111125,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,65,0,0,0.2527709,0.09974986,0.27938786,,0.17557764,0.10968588,0.3332691,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,67,0,0,0.79377913,0.4840513,0.29097408,,0.17123269,0.16210514,0.34112307,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,69,0,0,0.19837832,0.18641508,0.33140638,,0.30620682,0.13221005,0.17250402,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,71,0,0,0.881512,0.1759119,0.2626615,,0.22854203,0.23984389,0.011002653,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,73,0,0,0.638414,0.8735904,0.002760298,,0.21272704,0.116552755,0.33403724,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,75,0,0,0.83747846,0.12091899,0.18281306,,0.32742628,0.12630165,0.08191736,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,77,0,0,0.9991236,0.75487334,0.15476626,,0.28846392,0.0016488328,0.28413072,
EKB - PJEMJOIPBTCKQVIFRHENICASTK,81,0,1,0.30357903,0.40893316,0.2754552,,0.019073093,0.23220383,0.33142948,
GIL - MMIONSIIYNBBBICOYR,74,1,0,0.8304091,0.39007026,,,0.31020096,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.8389312,0.15184128,,,0.19227308,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.32549334,0.10751784,,,0.116370216,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.83100736,0.76967305,,,0.23015325,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.14432412,0.88496256,,,0.30087247,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.1413756,0.74978805,,,0.3272715,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.26065195,0.9176672,,,0.110937074,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.89935327,0.12026042,,,0.3508393,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.63057077,0.4147144,,,0.3013952,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.13268691,0.8344815,,,0.2946377,,,
GIL - MMIONSIIYNBBBICOYR,74,0,0,0.6317786,0.9491032,,,0.15835653,,,
GIL - MMIONSIIYNBBBICOYR,77,0,1,0.48323572,0.9112732,,,0.008776714,,,
DAS - RYOHY,51,1,0,0.57659703,0.9124395,0.23856683,0.016683888,,,,
DAS - RYOHY,55,0,0,0.13570815,0.15751994,0.25467196,0.008192855,,,,
DAS - RYOHY,59,0,0,0.021453261,0.5364175,0.2589745,0.25985682,,,,
DAS - RYOHY,63,0,0,0.84594285,0.8385987,0.17709894,0.14134556,,,,
DAS - RYOHY,67,0,0,0.28403962,0.36174297,0.2556678,0.12180105,,,,
DAS - RYOHY,71,0,0,0.6626594,0.24722338,0.072707385,0.05412147,,,,
DAS - RYOHY,75,0,0,0.5517353,0.9204501,0.05009365,0.15195167,,,,
DAS - RYOHY,79,0,0,0.50832325,0.44102418,0.32764807,0.28757966,,,,
DAS - RYOHY,83,0,0,0.63506705,0.63123846,0.30305752,0.19712497,,,,
DAS - RYOHY,87,0,0,0.09248334,0.76422286,0.28284422,0.12799092,,,,
DAS - RYOHY,91,0,0,0.3837875,0.445769,0.16273966,0.19687754,,,,
DAS - RYOHY,95,0,0,0.8626264,0.68189394,0.24144255,0.048197657,,,,
DAS - RYOHY,99,0,0,0.7054334,0.012046039,0.29720795,0.06446743,,,,
DAS - RYOHY,103,0,0,0.052145064,0.48418432,0.090210095,0.33344987,,,,
DAS - RYOHY,107,0,0,0.32236183,0.23529303,0.2929914,0.10759075,,,,
DAS - RYOHY,113,0,1,0.43225437,0.31090498,0.13100566,0.10400761,,,,
PNA - EKMFOWXTUIE,84,1,0,0.1352489,0.9738979,0.017409472,,,,0.3234158,
PNA - EKMFOWXTUIE,87,0,0,0.26636916,0.84157056,0.042720858,,,,0.13673022,
PNA - EKMFOWXTUIE,90,0,0,0.15632719,0.42209595,0.309366,,,,0.117351525,
PNA - EKMFOWXTUIE,93,0,0,0.46379793,0.34977067,0.32784203,,,,0.18320815,
PNA - EKMFOWXTUIE,96,0,0,0.5500867,0.77188647,0.21111737,,,,0.1067288,
PNA - EKMFOWXTUIE,99,0,0,0.2704941,0.32841814,0.04065798,,,,0.25000232,
PNA - EKMFOWXTUIE,102,0,0,0.4661497,0.9072559,0.16945717,,,,0.26387742,
PNA - EKMFOWXTUIE,102,0,1,0.9375456,0.4645645,0.24274042,,,,0.16383004,
KOG - XLBEACTGOUO,65,1,0,0.18703043,0.36184973,0.25549707,0.2864072,,,,
KOG - XLBEACTGOUO,66,0,0,0.3992458,0.47310942,0.22093639,0.3269092,,,,
KOG - XLBEACTGOUO,67,0,0,0.021977961,0.5396521,0.07569743,0.258261,,,,
KOG - XLBEACTGOUO,68,0,0,0.84901303,0.86641306,0.14415921,0.20928183,,,,
KOG - XLBEACTGOUO,68,0,1,0.7512887,0.85317916,0.31704724,0.15932754,,,,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,85,1,0,0.7551929,0.29605615,,0.29600522,0.29616284,,0.25252783,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,87,0,0,0.6609051,0.55225694,,0.04154664,0.028599922,,0.09622996,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,89,0,0,0.5645524,0.28132886,,0.1730935,0.26986924,,0.26730034,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,91,0,0,0.42696697,0.08991748,,0.04562854,0.11615287,,0.11486002,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,93,0,0,0.07924509,0.9622165,,0.015188393,0.3367528,,0.23509045,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,95,0,0,0.95885813,0.81257445,,0.073995166,0.31254944,,0.0942648,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,97,0,0,0.5247355,0.7800573,,0.31138983,0.21995828,,0.18129453,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,99,0,0,0.47511196,0.59861356,,0.2191009,0.15775512,,0.22096291,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,101,0,0,0.69336486,0.46916813,,0.17538892,0.31618607,,0.23099943,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,103,0,0,0.6881334,0.20251065,,0.07274692,0.2574805,,0.20738828,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,105,0,0,0.21462888,0.46395242,,0.25682887,0.22402418,,0.3044502,
CPB - WGYNBNXOEPLFCABCVRNNEWORIQGU,109,0,1,0.64263755,0.98626167,,0.255533,0.19798455,,0.2631228,
